target model it0_rmsd it1_rmsd delta_rmsd protocol
dyr 80 2.51629 3.38642 -0.87013 pharm
dyr 81 2.51659 3.11357 -0.59698 pharm
dyr 82 2.51641 4.03329 -1.51688 pharm
dyr 83 2.51649 3.10811 -0.59162 pharm
dyr 84 2.5164 4.20281 -1.68641 pharm
dyr 85 2.51621 3.3203 -0.80409 pharm
dyr 86 2.51647 3.88969 -1.37322 pharm
dyr 87 2.51621 3.61343 -1.09722 pharm
dyr 88 2.51649 3.20908 -0.69259 pharm
dyr 89 2.51627 2.966 -0.44973 pharm
dyr 90 2.51622 3.25954 -0.74332 pharm
dyr 91 2.51635 3.26204 -0.74569 pharm
dyr 92 2.51653 3.88816 -1.37163 pharm
dyr 93 2.51608 3.77484 -1.25876 pharm
dyr 94 2.51673 2.90579 -0.38906 pharm
dyr 95 2.51629 2.98897 -0.47268 pharm
dyr 96 2.51629 3.53927 -1.02298 pharm
dyr 97 2.5163 3.43734 -0.92104 pharm
dyr 98 2.51651 3.22526 -0.70875 pharm
dyr 99 2.51632 3.54324 -1.02692 pharm
dyr 100 2.51628 3.28193 -0.76565 pharm
dyr 101 2.51636 3.37195 -0.85559 pharm
dyr 102 2.51622 3.14201 -0.62579 pharm
dyr 103 2.51649 3.01985 -0.50336 pharm
dyr 104 2.51629 2.99052 -0.47423 pharm
dyr 105 2.51622 3.08548 -0.56926 pharm
dyr 106 2.51637 3.18581 -0.66944 pharm
dyr 107 2.51623 3.23383 -0.7176 pharm
dyr 108 2.51623 2.72821 -0.21198 pharm
dyr 109 2.51652 3.46049 -0.94397 pharm
dyr 110 2.51634 3.03297 -0.51663 pharm
dyr 111 2.51616 3.13181 -0.61565 pharm
dyr 112 2.51625 2.9501 -0.43385 pharm
dyr 113 2.51622 3.36808 -0.85186 pharm
dyr 114 2.5163 2.92954 -0.41324 pharm
dyr 115 2.51628 4.29533 -1.77905 pharm
dyr 116 2.51627 2.74058 -0.22431 pharm
dyr 117 2.51632 3.00842 -0.4921 pharm
dyr 118 2.5166 2.72585 -0.20925 pharm
dyr 119 1.58615 1.19772 0.38843 pharm
dyr 120 1.5864 1.15319 0.43321 pharm
dyr 121 1.58614 1.88168 -0.29554 pharm
dyr 122 1.58612 1.80238 -0.21626 pharm
dyr 123 1.5861 2.37636 -0.79026 pharm
dyr 124 1.58633 1.64504 -0.05871 pharm
dyr 125 1.58611 1.35897 0.22714 pharm
dyr 126 1.58637 2.93779 -1.35142 pharm
dyr 127 1.58607 1.00811 0.57796 pharm
dyr 128 1.58625 1.43256 0.15369 pharm
dyr 129 1.58654 1.08813 0.49841 pharm
dyr 130 1.58648 1.54887 0.03761 pharm
dyr 131 1.5864 1.69593 -0.10953 pharm
dyr 132 1.5866 1.24692 0.33968 pharm
dyr 133 1.58617 1.42536 0.16081 pharm
dyr 134 1.58564 1.69485 -0.10921 pharm
dyr 135 1.58622 1.27244 0.31378 pharm
dyr 136 1.58646 1.80116 -0.2147 pharm
dyr 137 1.58611 1.70149 -0.11538 pharm
dyr 138 1.58592 1.83077 -0.24485 pharm
dyr 139 1.67916 1.41926 0.2599 pharm
dyr 140 1.67917 1.54314 0.13603 pharm
dyr 141 1.67893 1.68089 -0.00196 pharm
dyr 142 1.67915 1.48283 0.19632 pharm
dyr 143 1.67928 2.20248 -0.5232 pharm
dyr 144 1.67935 1.4152 0.26415 pharm
dyr 145 1.67918 1.63391 0.04527 pharm
dyr 146 1.6794 1.65069 0.02871 pharm
dyr 147 1.67917 1.07873 0.60044 pharm
dyr 148 1.67873 1.63678 0.04195 pharm
dyr 149 1.67907 0.897609 0.781461 pharm
dyr 150 1.67923 1.85798 -0.17875 pharm
dyr 151 1.67889 1.67567 0.00322 pharm
dyr 152 1.67871 0.831789 0.846921 pharm
dyr 153 1.67921 0.946606 0.732604 pharm
dyr 154 1.67908 1.66918 0.0099 pharm
dyr 155 1.67862 2.63337 -0.95475 pharm
dyr 156 1.6783 0.677869 1.00043 pharm
dyr 157 1.67854 1.12216 0.55638 pharm
dyr 158 1.67837 1.51301 0.16536 pharm
dyr 159 2.33843 2.51839 -0.17996 pharm
dyr 160 2.33827 2.44591 -0.10764 pharm
dyr 161 2.33849 2.10679 0.2317 pharm
dyr 162 2.33837 2.32485 0.01352 pharm
dyr 163 2.33851 2.79479 -0.45628 pharm
dyr 164 2.33847 2.70839 -0.36992 pharm
dyr 165 2.33834 2.79434 -0.456 pharm
dyr 166 2.33849 2.14884 0.18965 pharm
dyr 167 2.33836 2.12542 0.21294 pharm
dyr 168 2.3383 2.63631 -0.29801 pharm
dyr 169 2.33839 2.51555 -0.17716 pharm
dyr 170 2.33815 2.35872 -0.02057 pharm
dyr 171 2.33822 2.23274 0.10548 pharm
dyr 172 2.33864 2.26179 0.07685 pharm
dyr 173 2.33803 2.35889 -0.02086 pharm
dyr 174 2.3383 2.18239 0.15591 pharm
dyr 175 2.33809 2.2784 0.05969 pharm
dyr 176 2.33819 2.19032 0.14787 pharm
dyr 177 2.33827 2.4147 -0.07643 pharm
dyr 178 2.33808 1.92542 0.41266 pharm
dyr 179 2.33816 2.42376 -0.0856 pharm
dyr 180 2.33814 2.27204 0.0661 pharm
dyr 181 2.33826 2.1365 0.20176 pharm
dyr 182 2.33875 2.67769 -0.33894 pharm
dyr 183 2.33774 2.64761 -0.30987 pharm
dyr 184 2.33822 2.10581 0.23241 pharm
dyr 185 2.3383 2.06467 0.27363 pharm
dyr 186 2.33816 2.08223 0.25593 pharm
dyr 187 2.33787 2.16527 0.1726 pharm
dyr 188 2.33827 2.08235 0.25592 pharm
dyr 189 2.33873 2.15321 0.18552 pharm
dyr 190 2.33799 2.46451 -0.12652 pharm
dyr 191 2.33854 2.56092 -0.22238 pharm
dyr 192 2.33812 2.23057 0.10755 pharm
dyr 193 2.33859 2.12044 0.21815 pharm
dyr 194 2.33811 2.51504 -0.17693 pharm
dyr 195 2.33814 2.48024 -0.1421 pharm
dyr 196 2.33807 2.95266 -0.61459 pharm
dyr 197 2.3381 2.54013 -0.20203 pharm
dyr 198 2.10021 0.941739 1.15847 pharm
dyr 199 2.09963 0.699806 1.39982 pharm
dyr 200 2.09991 1.37184 0.72807 pharm
egfr 1 1.1825 2.54834 -1.36584 pharm
egfr 2 1.1822 1.30349 -0.12129 pharm
egfr 3 1.18234 1.12868 0.05366 pharm
egfr 4 1.18233 1.97367 -0.79134 pharm
egfr 5 1.18239 2.35499 -1.1726 pharm
egfr 6 1.18234 1.09944 0.0829 pharm
egfr 7 1.18236 2.35096 -1.1686 pharm
egfr 8 1.18222 1.26278 -0.08056 pharm
egfr 9 1.18233 1.82565 -0.64332 pharm
egfr 10 1.18223 1.0056 0.17663 pharm
egfr 11 1.18229 1.13159 0.0507 pharm
egfr 12 1.6185 1.513 0.1055 pharm
egfr 13 1.61847 1.55433 0.06414 pharm
egfr 14 1.61839 2.24152 -0.62313 pharm
egfr 15 1.61827 1.72648 -0.10821 pharm
egfr 16 1.61814 1.68827 -0.07013 pharm
egfr 17 1.26075 0.961589 0.299161 pharm
egfr 18 1.26077 1.70902 -0.44825 pharm
egfr 19 1.26084 1.5437 -0.28286 pharm
egfr 20 1.26088 1.49342 -0.23254 pharm
egfr 21 1.26087 1.5981 -0.33723 pharm
egfr 22 1.26088 2.34516 -1.08428 pharm
egfr 23 1.26091 1.70631 -0.4454 pharm
egfr 24 1.26091 1.52645 -0.26554 pharm
egfr 25 1.26092 2.68855 -1.42763 pharm
egfr 26 1.26093 1.19507 0.06586 pharm
egfr 27 1.26093 1.9351 -0.67417 pharm
egfr 28 1.26098 1.67987 -0.41889 pharm
egfr 29 1.26103 1.13389 0.12714 pharm
egfr 30 1.26093 1.08098 0.17995 pharm
egfr 31 1.6181 1.79116 -0.17306 pharm
egfr 32 1.61832 2.33777 -0.71945 pharm
egfr 33 1.61814 2.55552 -0.93738 pharm
egfr 34 1.61799 1.97233 -0.35434 pharm
egfr 35 1.61818 1.69675 -0.07857 pharm
egfr 36 1.61822 1.34604 0.27218 pharm
egfr 37 1.61752 1.87035 -0.25283 pharm
egfr 38 1.60926 1.26636 0.3429 pharm
egfr 39 1.60917 1.40527 0.2039 pharm
egfr 40 1.60933 1.3495 0.25983 pharm
egfr 41 1.60927 1.90228 -0.29301 pharm
egfr 42 1.60912 1.22775 0.38137 pharm
egfr 43 1.60934 1.98114 -0.3718 pharm
egfr 44 1.60922 2.17801 -0.56879 pharm
egfr 45 1.60912 1.52744 0.08168 pharm
egfr 46 1.60894 2.22396 -0.61502 pharm
egfr 47 1.8609 1.84936 0.01154 pharm
egfr 48 1.8609 1.66586 0.19504 pharm
egfr 49 1.86091 1.91547 -0.05456 pharm
egfr 50 1.86089 1.81672 0.04417 pharm
egfr 51 1.86096 2.03339 -0.17243 pharm
egfr 52 1.86083 1.87286 -0.01203 pharm
egfr 53 1.49019 1.87344 -0.38325 pharm
egfr 54 1.49024 1.98085 -0.49061 pharm
egfr 55 1.49027 2.0575 -0.56723 pharm
egfr 56 1.49029 1.47618 0.01411 pharm
egfr 57 1.49028 2.11453 -0.62425 pharm
egfr 58 1.49021 1.97156 -0.48135 pharm
egfr 59 1.49024 2.1552 -0.66496 pharm
egfr 60 1.49044 1.31382 0.17662 pharm
egfr 61 1.49028 1.62696 -0.13668 pharm
egfr 62 1.49044 2.05758 -0.56714 pharm
egfr 63 1.49039 0.995185 0.495205 pharm
egfr 64 1.49037 0.85105 0.63932 pharm
egfr 65 1.49043 2.01337 -0.52294 pharm
egfr 66 2.09249 2.31322 -0.22073 pharm
egfr 67 2.09256 2.01257 0.07999 pharm
egfr 68 2.09261 2.48086 -0.38825 pharm
egfr 69 2.09258 1.98492 0.10766 pharm
egfr 70 2.09249 2.03559 0.0569 pharm
egfr 71 2.09258 2.04968 0.0429 pharm
egfr 72 2.09262 2.01434 0.07828 pharm
egfr 73 2.09266 1.94233 0.15033 pharm
egfr 74 2.06181 2.05024 0.01157 pharm
egfr 75 2.06183 2.68451 -0.62268 pharm
egfr 76 2.0617 1.60846 0.45324 pharm
egfr 77 2.0618 1.57421 0.48759 pharm
egfr 78 2.06173 2.02752 0.03421 pharm
egfr 79 2.06182 2.2853 -0.22348 pharm
egfr 80 2.06176 1.85943 0.20233 pharm
egfr 81 2.06169 1.7024 0.35929 pharm
egfr 82 2.09303 2.04842 0.04461 pharm
egfr 83 2.09297 1.8205 0.27247 pharm
egfr 84 2.09311 2.79683 -0.70372 pharm
egfr 85 2.09321 1.9211 0.17211 pharm
egfr 86 2.09308 2.00758 0.0855 pharm
egfr 87 2.10929 2.75435 -0.64506 pharm
egfr 88 2.10935 1.71324 0.39611 pharm
egfr 89 2.10899 2.02558 0.08341 pharm
egfr 90 2.10889 2.5344 -0.42551 pharm
egfr 91 2.10887 1.21357 0.8953 pharm
egfr 92 2.18517 2.3097 -0.12453 pharm
egfr 93 1.83929 2.12288 -0.28359 pharm
egfr 94 1.83924 2.62767 -0.78843 pharm
egfr 95 1.83917 1.9241 -0.08493 pharm
egfr 96 1.83926 2.01135 -0.17209 pharm
egfr 97 1.83921 2.22034 -0.38113 pharm
egfr 98 1.83922 2.34617 -0.50695 pharm
egfr 99 1.8392 2.37931 -0.54011 pharm
egfr 100 1.83918 2.29556 -0.45638 pharm
egfr 101 1.83917 2.71766 -0.87849 pharm
egfr 102 1.83906 1.78369 0.05537 pharm
egfr 103 1.8391 2.23415 -0.39505 pharm
egfr 104 1.83921 2.1655 -0.32629 pharm
egfr 105 1.83897 2.66094 -0.82197 pharm
egfr 106 1.95134 2.56698 -0.61564 pharm
egfr 107 1.95131 2.15803 -0.20672 pharm
egfr 108 1.95134 2.02551 -0.07417 pharm
egfr 109 1.9513 2.27413 -0.32283 pharm
egfr 110 1.95119 2.18037 -0.22918 pharm
egfr 111 1.95129 2.24044 -0.28915 pharm
egfr 112 1.95114 2.52739 -0.57625 pharm
egfr 113 1.95096 2.21841 -0.26745 pharm
egfr 114 2.26706 2.41498 -0.14792 pharm
egfr 115 2.26744 2.20114 0.0663 pharm
egfr 116 2.26752 2.53279 -0.26527 pharm
egfr 117 2.26727 1.91427 0.353 pharm
egfr 118 2.2674 2.38539 -0.11799 pharm
egfr 119 2.26721 2.35576 -0.08855 pharm
egfr 120 2.26725 2.13587 0.13138 pharm
egfr 121 2.2678 2.07865 0.18915 pharm
egfr 122 2.26769 2.72875 -0.46106 pharm
egfr 123 2.19789 2.67149 -0.4736 pharm
egfr 124 2.19777 1.30621 0.89156 pharm
egfr 125 2.19769 2.24288 -0.04519 pharm
egfr 126 2.19781 1.32454 0.87327 pharm
egfr 127 2.19793 2.46529 -0.26736 pharm
egfr 128 2.19784 1.94463 0.25321 pharm
egfr 129 2.19785 1.02133 1.17652 pharm
egfr 130 2.19772 2.07442 0.1233 pharm
egfr 131 1.66091 2.86314 -1.20223 pharm
egfr 132 1.66132 1.55506 0.10626 pharm
egfr 133 1.66118 1.95585 -0.29467 pharm
egfr 134 1.66166 1.66347 -0.00181 pharm
egfr 135 1.66145 1.68598 -0.02453 pharm
egfr 136 1.6616 1.72117 -0.05957 pharm
egfr 137 1.66158 1.43568 0.2259 pharm
egfr 138 1.66156 1.38437 0.27719 pharm
egfr 139 1.66142 2.80335 -1.14193 pharm
egfr 140 2.14717 3.01278 -0.86561 pharm
egfr 141 2.14783 3.90584 -1.75801 pharm
egfr 142 2.14796 1.88244 0.26552 pharm
egfr 143 2.14797 2.07027 0.0777 pharm
egfr 144 2.148 2.17814 -0.03014 pharm
egfr 145 2.14799 1.96273 0.18526 pharm
egfr 146 2.14794 1.91722 0.23072 pharm
egfr 147 2.14844 1.98393 0.16451 pharm
egfr 148 2.14808 1.95393 0.19415 pharm
egfr 149 2.14804 1.60186 0.54618 pharm
egfr 150 2.14805 2.09875 0.0493 pharm
egfr 151 2.14815 1.76982 0.37833 pharm
egfr 152 2.14791 1.80365 0.34426 pharm
egfr 153 2.14796 1.67534 0.47262 pharm
egfr 154 2.14814 1.20542 0.94272 pharm
egfr 155 2.14801 1.93705 0.21096 pharm
egfr 156 2.23839 1.4962 0.74219 pharm
egfr 157 2.15776 1.23525 0.92251 pharm
egfr 158 2.17005 3.23641 -1.06636 pharm
egfr 159 2.17011 1.97993 0.19018 pharm
egfr 160 2.17009 1.13512 1.03497 pharm
egfr 161 2.17016 1.49412 0.67604 pharm
egfr 162 2.17007 1.85767 0.3124 pharm
egfr 163 2.17006 1.59925 0.57081 pharm
egfr 164 2.17009 2.2667 -0.09661 pharm
egfr 165 2.1701 1.42347 0.74663 pharm
egfr 166 2.17002 1.06111 1.10891 pharm
egfr 167 2.28652 1.76263 0.52389 pharm
egfr 168 2.28607 1.42008 0.86599 pharm
egfr 169 2.28596 2.02029 0.26567 pharm
egfr 170 2.28595 1.64615 0.6398 pharm
egfr 171 2.2863 1.58389 0.70241 pharm
egfr 172 2.28641 1.57293 0.71348 pharm
egfr 173 2.28623 1.41538 0.87085 pharm
egfr 174 2.28616 2.06799 0.21817 pharm
egfr 175 2.28621 1.87819 0.40802 pharm
egfr 176 2.2863 1.3673 0.919 pharm
egfr 177 2.28626 1.2238 1.06246 pharm
egfr 178 2.82598 1.81851 1.00747 pharm
egfr 179 2.82603 2.08289 0.74314 pharm
egfr 180 2.82596 1.76724 1.05872 pharm
egfr 181 2.82599 2.12792 0.69807 pharm
egfr 182 2.82614 3.00162 -0.17548 pharm
egfr 183 2.82595 2.92478 -0.09883 pharm
egfr 184 2.82608 2.23938 0.5867 pharm
egfr 185 2.35592 1.96244 0.39348 pharm
egfr 186 2.35601 1.90308 0.45293 pharm
egfr 187 2.3559 2.15805 0.19785 pharm
egfr 188 2.35613 2.2965 0.05963 pharm
egfr 189 2.35602 2.03511 0.32091 pharm
egfr 190 2.35612 2.15665 0.19947 pharm
egfr 191 2.35609 2.66344 -0.30735 pharm
egfr 192 2.35618 1.83078 0.5254 pharm
egfr 193 2.35637 1.87091 0.48546 pharm
egfr 194 2.3564 2.00619 0.35021 pharm
egfr 195 3.12143 3.29414 -0.17271 pharm
egfr 196 3.12157 3.06562 0.05595 pharm
egfr 197 3.12147 2.34271 0.77876 pharm
egfr 198 3.12147 3.02841 0.09306 pharm
egfr 199 3.12148 2.81957 0.30191 pharm
egfr 200 3.12128 2.26694 0.85434 pharm
esr1 1 1.27012 1.5976 -0.32748 pharm
esr1 2 1.27008 1.80311 -0.53303 pharm
esr1 3 1.27007 1.62069 -0.35062 pharm
esr1 4 1.27011 1.91654 -0.64643 pharm
esr1 5 1.27017 1.86606 -0.59589 pharm
esr1 6 1.27035 1.31151 -0.04116 pharm
esr1 7 1.27025 0.893736 0.376514 pharm
esr1 8 1.5603 1.68784 -0.12754 pharm
esr1 9 1.56036 1.81643 -0.25607 pharm
esr1 10 1.56031 1.73453 -0.17422 pharm
esr1 11 1.56039 1.93169 -0.3713 pharm
esr1 12 1.56038 0.770089 0.790291 pharm
esr1 13 1.56832 1.43108 0.13724 pharm
esr1 14 1.56851 1.36625 0.20226 pharm
esr1 15 1.58614 0.862946 0.723194 pharm
esr1 16 1.58614 1.84242 -0.25628 pharm
esr1 17 1.58833 1.73685 -0.14852 pharm
esr1 18 1.58837 1.21042 0.37795 pharm
esr1 19 1.58832 1.75187 -0.16355 pharm
esr1 20 1.5883 1.59894 -0.01064 pharm
esr1 21 1.58829 1.31331 0.27498 pharm
esr1 22 1.5884 2.47638 -0.88798 pharm
esr1 23 1.58834 1.49869 0.08965 pharm
esr1 24 1.58843 1.726 -0.13757 pharm
esr1 25 1.58845 1.3054 0.28305 pharm
esr1 26 1.58833 1.80219 -0.21386 pharm
esr1 27 0.93016 2.17089 -1.24073 pharm
esr1 28 0.93048 1.19204 -0.26156 pharm
esr1 29 0.930586 1.83665 -0.906064 pharm
esr1 30 0.931166 1.01341 -0.082244 pharm
esr1 31 0.930224 1.85754 -0.927316 pharm
esr1 32 0.930904 2.34585 -1.41495 pharm
esr1 33 0.931581 1.50529 -0.573709 pharm
esr1 34 0.930468 1.50132 -0.570852 pharm
esr1 35 0.930383 1.43805 -0.507667 pharm
esr1 36 0.92992 1.21313 -0.28321 pharm
esr1 37 0.930565 1.21279 -0.282225 pharm
esr1 38 0.930852 1.43992 -0.509068 pharm
esr1 39 1.59252 1.93529 -0.34277 pharm
esr1 40 1.59228 1.58634 0.00594 pharm
esr1 41 1.59242 2.38441 -0.79199 pharm
esr1 42 1.5924 1.62058 -0.02818 pharm
esr1 43 1.59217 1.97667 -0.3845 pharm
esr1 44 1.59215 2.30646 -0.71431 pharm
esr1 45 1.59209 0.724041 0.868049 pharm
esr1 46 0.94206 0.93488 0.00718 pharm
esr1 47 0.941906 1.15142 -0.209514 pharm
esr1 48 0.941883 1.75952 -0.817637 pharm
esr1 49 0.94175 1.40027 -0.45852 pharm
esr1 50 0.941398 2.01812 -1.07672 pharm
esr1 51 1.64817 0.938143 0.710027 pharm
esr1 52 1.64804 0.761477 0.886563 pharm
esr1 53 1.80033 2.18637 -0.38604 pharm
esr1 54 1.82758 1.24367 0.58391 pharm
esr1 55 0.902813 1.39147 -0.488657 pharm
esr1 56 1.74776 1.18407 0.56369 pharm
esr1 57 1.61604 1.86275 -0.24671 pharm
esr1 58 0.924555 1.30293 -0.378375 pharm
esr1 59 0.924584 1.61708 -0.692496 pharm
esr1 60 0.924501 1.65508 -0.730579 pharm
esr1 61 0.924528 1.11069 -0.186162 pharm
esr1 62 0.889786 2.06596 -1.17617 pharm
esr1 63 1.57702 1.95286 -0.37584 pharm
esr1 64 1.57715 0.690079 0.887071 pharm
esr1 65 1.57714 1.34044 0.2367 pharm
esr1 66 1.57695 1.23214 0.34481 pharm
esr1 67 1.57662 1.94188 -0.36526 pharm
esr1 68 1.59143 1.91193 -0.3205 pharm
esr1 69 1.5136 1.80787 -0.29427 pharm
esr1 70 1.5136 1.43538 0.07822 pharm
esr1 71 1.51368 2.6073 -1.09362 pharm
esr1 72 1.5137 1.07466 0.43904 pharm
esr1 73 1.51375 1.45876 0.05499 pharm
esr1 74 1.51369 1.09961 0.41408 pharm
esr1 75 1.5137 1.84932 -0.33562 pharm
esr1 76 1.51385 1.59428 -0.08043 pharm
esr1 77 1.72326 1.21241 0.51085 pharm
esr1 78 1.72321 1.37621 0.347 pharm
esr1 79 1.7229 1.7541 -0.0312 pharm
esr1 80 1.72294 1.73377 -0.01083 pharm
esr1 81 1.72284 1.30993 0.41291 pharm
esr1 82 1.72298 2.33089 -0.60791 pharm
esr1 83 1.72293 1.91118 -0.18825 pharm
esr1 84 1.72288 1.58309 0.13979 pharm
esr1 85 1.72304 1.76049 -0.03745 pharm
esr1 86 1.394 1.48332 -0.08932 pharm
esr1 87 1.39397 1.45814 -0.06417 pharm
esr1 88 1.39418 1.38035 0.01383 pharm
esr1 89 1.39419 1.38208 0.01211 pharm
esr1 90 1.39428 2.28203 -0.88775 pharm
esr1 91 1.39411 1.167 0.22711 pharm
esr1 92 1.39411 1.6536 -0.25949 pharm
esr1 93 1.59926 2.92621 -1.32695 pharm
esr1 94 1.59895 1.9591 -0.36015 pharm
esr1 95 1.59917 1.52723 0.07194 pharm
esr1 96 1.59906 2.10281 -0.50375 pharm
esr1 97 1.59905 2.10578 -0.50673 pharm
esr1 98 1.56444 1.77493 -0.21049 pharm
esr1 99 1.56446 2.08655 -0.52209 pharm
esr1 100 1.56447 1.50308 0.06139 pharm
esr1 101 1.56456 0.947007 0.617553 pharm
esr1 102 1.57094 1.12989 0.44105 pharm
esr1 103 1.367 0.921299 0.445701 pharm
esr1 104 1.36718 1.72875 -0.36157 pharm
esr1 105 1.36725 1.50198 -0.13473 pharm
esr1 106 1.3672 1.61642 -0.24922 pharm
esr1 107 1.83048 0.830937 0.999543 pharm
esr1 108 1.71745 1.68604 0.03141 pharm
esr1 109 1.71758 1.29475 0.42283 pharm
esr1 110 1.5719 1.86595 -0.29405 pharm
esr1 111 1.27138 0.959013 0.312367 pharm
esr1 112 1.2713 1.29674 -0.02544 pharm
esr1 113 1.71659 1.21342 0.50317 pharm
esr1 114 1.27104 1.44887 -0.17783 pharm
esr1 115 1.27117 1.80819 -0.53702 pharm
esr1 116 1.27104 1.40059 -0.12955 pharm
esr1 117 1.71693 0.660424 1.05651 pharm
esr1 118 1.71692 0.99935 0.71757 pharm
esr1 119 1.71688 1.38733 0.32955 pharm
esr1 120 1.71701 1.89406 -0.17705 pharm
esr1 121 1.71717 1.76494 -0.04777 pharm
esr1 122 1.71702 1.25874 0.45828 pharm
esr1 123 1.71717 0.980515 0.736655 pharm
esr1 124 1.71711 1.50339 0.21372 pharm
esr1 125 1.40588 1.3205 0.08538 pharm
esr1 126 1.40583 1.67512 -0.26929 pharm
esr1 127 1.40586 0.942867 0.462993 pharm
esr1 128 1.40588 2.17213 -0.76625 pharm
esr1 129 1.4058 1.04277 0.36303 pharm
esr1 130 1.40583 1.24026 0.16557 pharm
esr1 131 1.40587 1.52093 -0.11506 pharm
esr1 132 1.40596 1.25366 0.1523 pharm
esr1 133 1.40916 2.25374 -0.84458 pharm
esr1 134 1.39815 0.79658 0.60157 pharm
esr1 135 1.60948 1.60702 0.00246 pharm
esr1 136 1.73464 2.24674 -0.5121 pharm
esr1 137 1.73448 2.37352 -0.63904 pharm
esr1 138 1.73452 1.51891 0.21561 pharm
esr1 139 1.73452 2.24675 -0.51223 pharm
esr1 140 1.73452 1.93854 -0.20402 pharm
esr1 141 1.61817 1.66547 -0.0473 pharm
esr1 142 1.61823 1.97352 -0.35529 pharm
esr1 143 1.61824 2.83816 -1.21992 pharm
esr1 144 1.6182 1.44494 0.17326 pharm
esr1 145 1.61826 1.64647 -0.02821 pharm
esr1 146 1.65977 0.939688 0.720082 pharm
esr1 147 1.6596 1.62343 0.03617 pharm
esr1 148 1.65962 1.83512 -0.1755 pharm
esr1 149 1.65963 1.37485 0.28478 pharm
esr1 150 1.65946 2.10119 -0.44173 pharm
esr1 151 1.65895 1.56392 0.09503 pharm
esr1 152 1.35547 1.38138 -0.02591 pharm
esr1 153 1.41182 1.27231 0.13951 pharm
esr1 154 1.41169 1.40215 0.00954 pharm
esr1 155 1.4116 1.55858 -0.14698 pharm
esr1 156 1.41174 1.09574 0.316 pharm
esr1 157 1.4117 1.73724 -0.32554 pharm
esr1 158 1.41191 0.968503 0.443407 pharm
esr1 159 1.70615 1.99047 -0.28432 pharm
esr1 160 1.70616 1.90282 -0.19666 pharm
esr1 161 1.70611 1.77551 -0.0694 pharm
esr1 162 1.70607 1.63335 0.07272 pharm
esr1 163 1.70604 2.44572 -0.73968 pharm
esr1 164 1.54339 1.32728 0.21611 pharm
esr1 165 1.54346 1.11841 0.42505 pharm
esr1 166 1.54338 1.38157 0.16181 pharm
esr1 167 1.828 1.41215 0.41585 pharm
esr1 168 1.82794 1.08817 0.73977 pharm
esr1 169 1.82807 2.6088 -0.78073 pharm
esr1 170 1.82804 1.18541 0.64263 pharm
esr1 171 1.82806 0.698055 1.13001 pharm
esr1 172 1.82813 1.53141 0.29672 pharm
esr1 173 1.54492 1.41601 0.12891 pharm
esr1 174 1.54496 1.8836 -0.33864 pharm
esr1 175 1.54521 1.59533 -0.05012 pharm
esr1 176 1.54491 1.39087 0.15404 pharm
esr1 177 1.54488 2.17536 -0.63048 pharm
esr1 178 1.54523 1.70859 -0.16336 pharm
esr1 179 1.53834 1.40166 0.13668 pharm
esr1 180 1.53845 1.46366 0.07479 pharm
esr1 181 1.53849 2.24767 -0.70918 pharm
esr1 182 1.53836 1.14018 0.39818 pharm
esr1 183 1.53837 1.91696 -0.37859 pharm
esr1 184 1.64424 1.36158 0.28266 pharm
esr1 185 1.67164 2.18821 -0.51657 pharm
esr1 186 1.79399 1.23936 0.55463 pharm
esr1 187 1.79411 2.56663 -0.77252 pharm
esr1 188 1.79429 1.40076 0.39353 pharm
esr1 189 1.79434 2.28203 -0.48769 pharm
esr1 190 1.79436 1.52651 0.26785 pharm
esr1 191 5.38666 5.48925 -0.10259 pharm
esr1 192 5.38668 5.39854 -0.01186 pharm
esr1 193 5.38675 5.4246 -0.03785 pharm
esr1 194 5.38686 5.59278 -0.20592 pharm
esr1 195 5.3864 5.72245 -0.33605 pharm
esr1 196 5.38633 5.55125 -0.16492 pharm
esr1 197 1.75524 2.24835 -0.49311 pharm
esr1 198 1.75523 2.6765 -0.92127 pharm
esr1 199 1.75519 2.4524 -0.69721 pharm
esr1 200 1.75519 2.10005 -0.34486 pharm
esr2 1 6.95757 7.1632 -0.20563 pharm
esr2 2 6.9576 7.26929 -0.31169 pharm
esr2 3 8.00615 7.90338 0.10277 pharm
esr2 4 8.00595 8.10053 -0.09458 pharm
esr2 5 8.00577 7.87303 0.13274 pharm
esr2 6 8.00622 8.03819 -0.03197 pharm
esr2 7 8.0061 7.8321 0.174 pharm
esr2 8 8.00618 7.99878 0.0074 pharm
esr2 9 8.00619 7.96352 0.04267 pharm
esr2 10 8.00605 7.9787 0.02735 pharm
esr2 11 7.98718 8.05737 -0.07019 pharm
esr2 12 7.98729 7.76639 0.2209 pharm
esr2 13 7.98731 7.76963 0.21768 pharm
esr2 14 7.98742 8.01621 -0.02879 pharm
esr2 15 7.98755 8.26673 -0.27918 pharm
esr2 16 7.12599 7.38633 -0.26034 pharm
esr2 17 6.52611 7.09216 -0.56605 pharm
esr2 18 6.52594 7.00154 -0.4756 pharm
esr2 19 6.52634 6.92893 -0.40259 pharm
esr2 20 6.52619 7.1814 -0.65521 pharm
esr2 21 6.52625 6.85828 -0.33203 pharm
esr2 22 6.52618 7.05196 -0.52578 pharm
esr2 23 6.52639 7.07652 -0.55013 pharm
esr2 24 6.52609 7.00239 -0.4763 pharm
esr2 25 6.52649 6.88058 -0.35409 pharm
esr2 26 8.88792 8.69778 0.19014 pharm
