target model it0_rmsd it1_rmsd delta_rmsd protocol
esr2 27 8.88791 8.63438 0.25353 pharm
esr2 28 8.88791 9.00863 -0.12072 pharm
esr2 29 8.88796 8.71782 0.17014 pharm
esr2 30 8.88798 8.69628 0.1917 pharm
esr2 31 8.88802 8.79379 0.09423 pharm
esr2 32 8.88784 8.58862 0.29922 pharm
esr2 33 8.88792 8.69453 0.19339 pharm
esr2 34 8.88794 9.20191 -0.31397 pharm
esr2 35 3.20616 3.0373 0.16886 pharm
esr2 36 3.20612 2.71837 0.48775 pharm
esr2 37 2.90563 2.88198 0.02365 pharm
esr2 38 2.90556 2.61043 0.29513 pharm
esr2 39 2.90558 2.90949 -0.00391 pharm
esr2 40 2.90551 2.8713 0.03421 pharm
esr2 41 2.90545 3.82675 -0.9213 pharm
esr2 42 2.90553 2.98712 -0.08159 pharm
esr2 43 2.90558 2.57488 0.3307 pharm
esr2 44 8.83768 8.57461 0.26307 pharm
esr2 45 8.83759 8.72615 0.11144 pharm
esr2 46 8.83759 8.35619 0.4814 pharm
esr2 47 8.83765 8.81958 0.01807 pharm
esr2 48 8.08709 8.45724 -0.37015 pharm
esr2 49 8.89661 8.78408 0.11253 pharm
esr2 50 8.89654 8.44572 0.45082 pharm
esr2 51 3.45961 3.0963 0.36331 pharm
esr2 52 8.08717 7.80775 0.27942 pharm
esr2 53 3.45933 3.37821 0.08112 pharm
esr2 54 8.88306 8.56101 0.32205 pharm
esr2 55 8.88305 8.24201 0.64104 pharm
esr2 56 8.88304 8.37078 0.51226 pharm
esr2 57 8.88301 8.24359 0.63942 pharm
esr2 58 8.883 8.43067 0.45233 pharm
esr2 59 2.79426 2.61757 0.17669 pharm
esr2 60 2.79388 4.32969 -1.53581 pharm
esr2 61 2.79411 3.9084 -1.11429 pharm
esr2 62 2.79408 2.43669 0.35739 pharm
esr2 63 2.79396 3.95766 -1.1637 pharm
esr2 64 2.79397 2.8203 -0.02633 pharm
esr2 65 2.79392 2.52792 0.266 pharm
esr2 66 3.51314 3.46014 0.053 pharm
esr2 67 3.51302 3.26703 0.24599 pharm
esr2 68 3.45983 3.641 -0.18117 pharm
esr2 69 3.46028 3.15569 0.30459 pharm
esr2 70 3.45975 2.70168 0.75807 pharm
esr2 71 3.46017 3.92425 -0.46408 pharm
esr2 72 3.45952 3.77766 -0.31814 pharm
esr2 73 3.4602 3.87496 -0.41476 pharm
esr2 74 3.46049 3.57267 -0.11218 pharm
esr2 75 3.34645 3.80261 -0.45616 pharm
esr2 76 3.34645 3.80175 -0.4553 pharm
esr2 77 3.34647 3.15403 0.19244 pharm
esr2 78 2.90263 3.84695 -0.94432 pharm
esr2 79 2.90274 4.04888 -1.14614 pharm
esr2 80 2.90274 3.87131 -0.96857 pharm
esr2 81 2.90273 3.30347 -0.40074 pharm
esr2 82 2.90277 3.28316 -0.38039 pharm
esr2 83 2.90262 3.0264 -0.12378 pharm
esr2 84 3.20367 3.19031 0.01336 pharm
esr2 85 3.20407 3.26536 -0.06129 pharm
esr2 86 3.20405 3.51283 -0.30878 pharm
esr2 87 3.2041 3.94792 -0.74382 pharm
esr2 88 3.20387 3.5915 -0.38763 pharm
esr2 89 3.20391 3.80015 -0.59624 pharm
esr2 90 3.20383 3.89048 -0.68665 pharm
esr2 91 3.20372 3.95729 -0.75357 pharm
esr2 92 3.20431 3.39033 -0.18602 pharm
esr2 93 8.31604 8.00912 0.30692 pharm
esr2 94 3.20721 3.28657 -0.07936 pharm
esr2 95 3.20708 4.12017 -0.91309 pharm
esr2 96 3.20709 3.62045 -0.41336 pharm
esr2 97 3.20729 3.06056 0.14673 pharm
esr2 98 3.20723 3.29587 -0.08864 pharm
esr2 99 3.20749 3.19294 0.01455 pharm
esr2 100 3.20736 2.88594 0.32142 pharm
esr2 101 3.20749 2.93654 0.27095 pharm
esr2 102 3.20744 4.29882 -1.09138 pharm
esr2 103 3.20755 3.67755 -0.47 pharm
esr2 104 3.20745 3.48229 -0.27484 pharm
esr2 105 3.20794 3.86204 -0.6541 pharm
esr2 106 3.20795 2.97171 0.23624 pharm
esr2 107 3.2082 4.53381 -1.32561 pharm
esr2 108 8.31608 8.49193 -0.17585 pharm
esr2 109 8.31604 8.54431 -0.22827 pharm
esr2 110 8.31613 8.1756 0.14053 pharm
esr2 111 8.97846 8.47128 0.50718 pharm
esr2 112 3.25726 2.92988 0.32738 pharm
esr2 113 3.25678 3.0655 0.19128 pharm
esr2 114 3.25687 2.36726 0.88961 pharm
esr2 115 3.25678 3.46641 -0.20963 pharm
esr2 116 3.25657 2.80387 0.4527 pharm
esr2 117 3.25636 3.44899 -0.19263 pharm
esr2 118 3.256 2.78434 0.47166 pharm
esr2 119 3.25637 3.78241 -0.52604 pharm
esr2 120 3.25652 2.85472 0.4018 pharm
esr2 121 3.25665 3.6786 -0.42195 pharm
esr2 122 3.25648 2.73598 0.5205 pharm
esr2 123 3.25639 3.7793 -0.52291 pharm
esr2 124 3.25726 2.811 0.44626 pharm
esr2 125 3.52813 3.49544 0.03269 pharm
esr2 126 3.52764 3.38493 0.14271 pharm
esr2 127 3.52758 3.55772 -0.03014 pharm
esr2 128 3.52733 3.43351 0.09382 pharm
esr2 129 2.93926 3.30414 -0.36488 pharm
esr2 130 2.93896 3.58661 -0.64765 pharm
esr2 131 2.93897 3.86505 -0.92608 pharm
esr2 132 2.93897 3.82227 -0.8833 pharm
esr2 133 2.93897 3.44169 -0.50272 pharm
esr2 134 2.93883 3.89157 -0.95274 pharm
esr2 135 2.93895 3.86253 -0.92358 pharm
esr2 136 2.9388 3.33052 -0.39172 pharm
esr2 137 2.93897 3.19472 -0.25575 pharm
esr2 138 2.93881 3.67751 -0.7387 pharm
esr2 139 3.27576 3.37126 -0.0955 pharm
esr2 140 3.27587 3.59006 -0.31419 pharm
esr2 141 3.27547 3.9792 -0.70373 pharm
esr2 142 3.27608 3.44922 -0.17314 pharm
esr2 143 3.27612 3.57257 -0.29645 pharm
esr2 144 3.27592 3.33473 -0.05881 pharm
esr2 145 3.27614 3.17654 0.0996 pharm
esr2 146 3.27609 4.06262 -0.78653 pharm
esr2 147 3.27626 3.57653 -0.30027 pharm
esr2 148 3.27696 2.92047 0.35649 pharm
esr2 149 3.75367 3.10911 0.64456 pharm
esr2 150 3.50438 4.01924 -0.51486 pharm
esr2 151 3.5036 2.83319 0.67041 pharm
esr2 152 3.50364 3.17782 0.32582 pharm
esr2 153 3.50251 3.22513 0.27738 pharm
esr2 154 3.50326 3.17376 0.3295 pharm
esr2 155 3.50181 3.11551 0.3863 pharm
esr2 156 8.24371 7.81274 0.43097 pharm
esr2 157 8.24369 7.98836 0.25533 pharm
esr2 158 8.24386 8.49861 -0.25475 pharm
esr2 159 7.24169 7.20117 0.04052 pharm
esr2 160 7.2416 7.28131 -0.03971 pharm
esr2 161 7.2414 6.12614 1.11526 pharm
esr2 162 7.24144 7.84746 -0.60602 pharm
esr2 163 7.24149 7.63979 -0.3983 pharm
esr2 164 7.24138 6.69362 0.54776 pharm
esr2 165 7.24143 7.38389 -0.14246 pharm
esr2 166 7.24148 6.94666 0.29482 pharm
esr2 167 8.90403 8.54983 0.3542 pharm
esr2 168 8.90406 8.37119 0.53287 pharm
esr2 169 8.904 8.3106 0.5934 pharm
esr2 170 8.90428 8.43867 0.46561 pharm
esr2 171 8.90404 8.56554 0.3385 pharm
esr2 172 8.90404 8.71198 0.19206 pharm
esr2 173 8.90404 8.63836 0.26568 pharm
esr2 174 8.90428 8.45467 0.44961 pharm
esr2 175 8.90435 8.70639 0.19796 pharm
esr2 176 6.72916 6.99261 -0.26345 pharm
esr2 177 8.94455 8.67043 0.27412 pharm
esr2 178 8.94456 8.46554 0.47902 pharm
esr2 179 3.06593 2.67326 0.39267 pharm
esr2 180 3.06619 3.67875 -0.61256 pharm
esr2 181 8.94464 8.52336 0.42128 pharm
esr2 182 3.27835 4.23518 -0.95683 pharm
esr2 183 3.27819 3.98514 -0.70695 pharm
esr2 184 3.27896 3.57441 -0.29545 pharm
esr2 185 3.27876 2.89099 0.38777 pharm
esr2 186 3.27881 3.09991 0.1789 pharm
esr2 187 3.2789 3.53456 -0.25566 pharm
esr2 188 3.27891 3.31893 -0.04002 pharm
esr2 189 3.27906 4.0317 -0.75264 pharm
esr2 190 3.2792 3.64693 -0.36773 pharm
esr2 191 3.27917 3.00695 0.27222 pharm
esr2 192 3.28016 3.8493 -0.56914 pharm
esr2 193 8.94394 7.95426 0.98968 pharm
esr2 194 8.94399 8.48108 0.46291 pharm
esr2 195 8.94405 8.09834 0.84571 pharm
esr2 196 8.94401 8.39746 0.54655 pharm
esr2 197 8.94403 8.28752 0.65651 pharm
esr2 198 6.82488 6.56934 0.25554 pharm
esr2 199 8.99615 8.36697 0.62918 pharm
esr2 200 8.99619 8.82053 0.17566 pharm
fa10 1 2.41453 2.56655 -0.15202 pharm
fa10 2 2.41436 2.34086 0.0735 pharm
fa10 3 2.41427 2.21936 0.19491 pharm
fa10 4 2.41436 2.59584 -0.18148 pharm
fa10 5 2.41429 3.10117 -0.68688 pharm
fa10 6 2.41451 2.52221 -0.1077 pharm
fa10 7 2.41443 2.46212 -0.04769 pharm
fa10 8 2.41435 3.11125 -0.6969 pharm
fa10 9 2.41455 2.08669 0.32786 pharm
fa10 10 2.41441 2.19278 0.22163 pharm
fa10 11 2.41431 2.09035 0.32396 pharm
fa10 12 2.41454 2.69075 -0.27621 pharm
fa10 13 2.41436 1.98481 0.42955 pharm
fa10 14 2.41419 2.76771 -0.35352 pharm
fa10 15 2.41437 2.98417 -0.5698 pharm
fa10 16 2.41448 2.50469 -0.09021 pharm
fa10 17 1.88194 1.67847 0.20347 pharm
fa10 18 1.88177 1.84838 0.03339 pharm
fa10 19 1.88182 1.42459 0.45723 pharm
fa10 20 1.88173 1.45553 0.4262 pharm
fa10 21 1.88181 1.80067 0.08114 pharm
fa10 22 1.8818 1.67327 0.20853 pharm
fa10 23 1.8818 1.38785 0.49395 pharm
fa10 24 1.88193 2.3971 -0.51517 pharm
fa10 25 1.88174 2.09782 -0.21608 pharm
fa10 26 1.88174 1.4866 0.39514 pharm
fa10 27 1.88197 1.68802 0.19395 pharm
fa10 28 1.88173 1.51392 0.36781 pharm
fa10 29 1.88172 1.42276 0.45896 pharm
fa10 30 1.88183 2.05561 -0.17378 pharm
fa10 31 1.8818 1.46834 0.41346 pharm
fa10 32 1.88198 2.23796 -0.35598 pharm
fa10 33 1.88183 1.65517 0.22666 pharm
fa10 34 1.88179 1.96843 -0.08664 pharm
fa10 35 2.22646 2.38527 -0.15881 pharm
fa10 36 2.22646 2.26416 -0.0377 pharm
fa10 37 2.22643 2.73542 -0.50899 pharm
fa10 38 2.22657 2.92286 -0.69629 pharm
fa10 39 2.22664 2.4054 -0.17876 pharm
fa10 40 2.22668 2.09024 0.13644 pharm
fa10 41 2.22664 2.73196 -0.50532 pharm
fa10 42 2.22657 2.95847 -0.7319 pharm
fa10 43 2.22663 2.48473 -0.2581 pharm
fa10 44 2.22678 1.93253 0.29425 pharm
fa10 45 2.22643 2.45565 -0.22922 pharm
fa10 46 2.22618 2.44028 -0.2141 pharm
fa10 47 2.22664 2.27136 -0.04472 pharm
fa10 48 2.22645 2.05296 0.17349 pharm
fa10 49 2.22666 1.95204 0.27462 pharm
fa10 50 2.06584 2.14037 -0.07453 pharm
fa10 51 2.06582 2.27717 -0.21135 pharm
fa10 52 2.0658 2.03822 0.02758 pharm
fa10 53 2.0655 2.54021 -0.47471 pharm
fa10 54 2.06562 2.02401 0.04161 pharm
fa10 55 2.06546 3.50141 -1.43595 pharm
fa10 56 2.06554 2.63815 -0.57261 pharm
fa10 57 2.06557 2.60313 -0.53756 pharm
fa10 58 2.06572 1.92219 0.14353 pharm
fa10 59 2.0656 2.67275 -0.60715 pharm
fa10 60 2.06567 2.15333 -0.08766 pharm
fa10 61 2.06556 2.96527 -0.89971 pharm
fa10 62 2.0657 2.58637 -0.52067 pharm
fa10 63 2.06552 1.99327 0.07225 pharm
fa10 64 2.06566 3.00571 -0.94005 pharm
fa10 65 2.06565 2.26163 -0.19598 pharm
fa10 66 2.06536 2.57901 -0.51365 pharm
fa10 67 2.06556 2.57938 -0.51382 pharm
fa10 68 2.06537 1.9928 0.07257 pharm
fa10 69 2.06537 2.21636 -0.15099 pharm
fa10 70 2.21452 2.45054 -0.23602 pharm
fa10 71 2.21496 2.24063 -0.02567 pharm
fa10 72 2.2147 3.91802 -1.70332 pharm
fa10 73 2.21483 1.99533 0.2195 pharm
fa10 74 2.21477 2.74093 -0.52616 pharm
fa10 75 2.21477 2.36624 -0.15147 pharm
fa10 76 2.21479 2.22538 -0.01059 pharm
fa10 77 2.21472 2.40213 -0.18741 pharm
fa10 78 2.21481 2.45077 -0.23596 pharm
fa10 79 2.21492 1.91039 0.30453 pharm
fa10 80 2.21486 3.6564 -1.44154 pharm
fa10 81 2.21487 2.34601 -0.13114 pharm
fa10 82 2.21488 2.61314 -0.39826 pharm
fa10 83 2.21482 2.57341 -0.35859 pharm
fa10 84 2.2147 2.27223 -0.05753 pharm
fa10 85 2.21501 3.00858 -0.79357 pharm
fa10 86 2.21489 2.54377 -0.32888 pharm
fa10 87 2.21478 1.94315 0.27163 pharm
fa10 88 2.45801 2.07032 0.38769 pharm
fa10 89 2.43803 2.41906 0.01897 pharm
fa10 90 2.43782 2.68609 -0.24827 pharm
fa10 91 2.43786 2.50952 -0.07166 pharm
fa10 92 2.43822 2.47824 -0.04002 pharm
fa10 93 2.4381 2.2937 0.1444 pharm
fa10 94 2.43808 2.2556 0.18248 pharm
fa10 95 2.43789 2.14271 0.29518 pharm
fa10 96 2.43805 2.67145 -0.2334 pharm
fa10 97 2.43805 2.7957 -0.35765 pharm
fa10 98 2.43808 2.20826 0.22982 pharm
fa10 99 2.43796 2.34783 0.09013 pharm
fa10 100 2.43808 2.1012 0.33688 pharm
fa10 101 2.43809 3.45836 -1.02027 pharm
fa10 102 2.43807 2.33003 0.10804 pharm
fa10 103 2.4378 2.21473 0.22307 pharm
fa10 104 2.43827 2.71759 -0.27932 pharm
fa10 105 2.43827 2.75028 -0.31201 pharm
fa10 106 2.43783 2.78048 -0.34265 pharm
fa10 107 2.1801 2.22958 -0.04948 pharm
fa10 108 2.17984 3.31053 -1.13069 pharm
fa10 109 2.17981 2.20818 -0.02837 pharm
fa10 110 2.18025 3.11824 -0.93799 pharm
fa10 111 2.18004 2.262 -0.08196 pharm
fa10 112 2.17983 2.1803 -0.00047 pharm
fa10 113 2.17992 2.58746 -0.40754 pharm
fa10 114 2.18012 2.32305 -0.14293 pharm
fa10 115 2.18007 2.54593 -0.36586 pharm
fa10 116 2.18017 2.36203 -0.18186 pharm
fa10 117 2.17994 2.33119 -0.15125 pharm
fa10 118 2.17999 2.15829 0.0217 pharm
fa10 119 2.1801 2.27163 -0.09153 pharm
fa10 120 2.62818 2.81676 -0.18858 pharm
fa10 121 2.62823 3.6738 -1.04557 pharm
fa10 122 2.62832 2.88461 -0.25629 pharm
fa10 123 2.62822 2.4982 0.13002 pharm
fa10 124 2.6282 2.97933 -0.35113 pharm
fa10 125 2.62823 2.94185 -0.31362 pharm
fa10 126 2.62819 2.28083 0.34736 pharm
fa10 127 2.62819 2.22792 0.40027 pharm
fa10 128 2.62814 3.65102 -1.02288 pharm
fa10 129 2.62825 2.84999 -0.22174 pharm
fa10 130 2.62814 2.74459 -0.11645 pharm
fa10 131 2.6281 2.58625 0.04185 pharm
fa10 132 2.62802 2.16239 0.46563 pharm
fa10 133 2.62811 2.29294 0.33517 pharm
fa10 134 2.62816 3.2113 -0.58314 pharm
fa10 135 2.01661 2.03031 -0.0137 pharm
fa10 136 2.01663 2.1519 -0.13527 pharm
fa10 137 2.01665 2.76869 -0.75204 pharm
fa10 138 2.01638 2.20933 -0.19295 pharm
fa10 139 2.187 1.90884 0.27816 pharm
fa10 140 2.18697 2.37037 -0.1834 pharm
fa10 141 2.187 2.24699 -0.05999 pharm
fa10 142 2.18701 2.44852 -0.26151 pharm
fa10 143 2.18696 2.6804 -0.49344 pharm
fa10 144 2.18688 2.31895 -0.13207 pharm
fa10 145 2.18673 2.39146 -0.20473 pharm
fa10 146 2.18688 2.09741 0.08947 pharm
fa10 147 2.187 3.62582 -1.43882 pharm
fa10 148 2.18684 2.95238 -0.76554 pharm
fa10 149 2.18703 2.09916 0.08787 pharm
fa10 150 2.18685 2.21055 -0.0237 pharm
fa10 151 2.18689 2.42994 -0.24305 pharm
fa10 152 2.18689 2.16072 0.02617 pharm
fa10 153 2.18689 2.28137 -0.09448 pharm
fa10 154 2.18716 2.55647 -0.36931 pharm
fa10 155 2.1869 3.43226 -1.24536 pharm
fa10 156 2.18691 2.30841 -0.1215 pharm
fa10 157 2.0725 2.56546 -0.49296 pharm
fa10 158 2.07338 2.05361 0.01977 pharm
fa10 159 2.07316 2.19723 -0.12407 pharm
fa10 160 2.07315 3.04921 -0.97606 pharm
fa10 161 2.07348 2.30741 -0.23393 pharm
fa10 162 2.07328 2.28578 -0.2125 pharm
fa10 163 2.07317 2.11441 -0.04124 pharm
fa10 164 2.07308 2.16539 -0.09231 pharm
fa10 165 2.07293 2.04878 0.02415 pharm
fa10 166 2.07318 2.13699 -0.06381 pharm
fa10 167 2.0731 2.09641 -0.02331 pharm
fa10 168 2.07319 2.45319 -0.38 pharm
fa10 169 2.07319 2.55205 -0.47886 pharm
fa10 170 2.07299 3.65347 -1.58048 pharm
fa10 171 2.07315 3.38462 -1.31147 pharm
fa10 172 2.51185 2.43149 0.08036 pharm
fa10 173 2.51192 2.4481 0.06382 pharm
fa10 174 2.51189 2.3061 0.20579 pharm
fa10 175 2.51187 2.23328 0.27859 pharm
fa10 176 2.51194 2.40305 0.10889 pharm
fa10 177 2.51178 2.44757 0.06421 pharm
fa10 178 2.5121 2.43192 0.08018 pharm
fa10 179 2.51209 2.40926 0.10283 pharm
fa10 180 2.51193 2.50235 0.00958 pharm
fa10 181 2.512 2.93052 -0.41852 pharm
fa10 182 2.51203 2.44082 0.07121 pharm
fa10 183 2.51193 2.3464 0.16553 pharm
fa10 184 2.51208 2.63968 -0.1276 pharm
fa10 185 2.51229 2.13762 0.37467 pharm
fa10 186 2.5122 2.57567 -0.06347 pharm
fa10 187 2.51203 2.445 0.06703 pharm
fa10 188 1.82163 1.7827 0.03893 pharm
fa10 189 1.82162 1.61078 0.21084 pharm
fa10 190 1.82155 2.3113 -0.48975 pharm
fa10 191 1.82154 1.46564 0.3559 pharm
fa10 192 1.82154 1.30814 0.5134 pharm
fa10 193 1.82169 1.46105 0.36064 pharm
fa10 194 1.82151 1.56136 0.26015 pharm
fa10 195 1.82154 2.65864 -0.8371 pharm
fa10 196 1.82159 3.23711 -1.41552 pharm
fa10 197 1.82149 1.73029 0.0912 pharm
fa10 198 1.82197 2.268 -0.44603 pharm
fa10 199 1.82155 1.5424 0.27915 pharm
fa10 200 1.82204 2.53116 -0.70912 pharm
fa7 1 4.84 4.03478 0.80522 pharm
fa7 2 4.83985 4.26927 0.57058 pharm
fa7 3 4.83978 4.40711 0.43267 pharm
fa7 4 4.83974 4.61156 0.22818 pharm
fa7 5 4.83976 3.75021 1.08955 pharm
fa7 6 4.83957 4.38684 0.45273 pharm
fa7 7 4.83976 5.4484 -0.60864 pharm
fa7 8 4.83967 4.0701 0.76957 pharm
fa7 9 4.83953 4.86699 -0.02746 pharm
fa7 10 4.69352 4.82122 -0.1277 pharm
fa7 11 4.69321 4.5231 0.17011 pharm
fa7 12 4.69326 5.30953 -0.61627 pharm
fa7 13 4.6932 4.39472 0.29848 pharm
fa7 14 4.69319 4.38532 0.30787 pharm
fa7 15 4.6929 4.46715 0.22575 pharm
fa7 16 4.69305 4.25829 0.43476 pharm
fa7 17 4.69321 4.50726 0.18595 pharm
fa7 18 4.69319 4.17292 0.52027 pharm
fa7 19 4.6932 3.89817 0.79503 pharm
fa7 20 4.6933 4.3531 0.3402 pharm
fa7 21 4.69315 5.06586 -0.37271 pharm
fa7 22 4.69277 4.44164 0.25113 pharm
fa7 23 4.69321 3.87528 0.81793 pharm
fa7 24 4.80111 4.35201 0.4491 pharm
fa7 25 4.80114 3.92209 0.87905 pharm
fa7 26 4.80114 4.98941 -0.18827 pharm
fa7 27 3.26241 2.40587 0.85654 pharm
fa7 28 3.26242 3.38696 -0.12454 pharm
fa7 29 3.26236 3.58933 -0.32697 pharm
fa7 30 3.26245 3.65216 -0.38971 pharm
fa7 31 3.34629 2.11389 1.2324 pharm
fa7 32 3.34684 4.09485 -0.74801 pharm
fa7 33 3.34635 2.14924 1.19711 pharm
fa7 34 3.34659 3.06869 0.2779 pharm
fa7 35 3.34626 4.63231 -1.28605 pharm
fa7 36 3.34629 2.79092 0.55537 pharm
fa7 37 2.53968 2.04438 0.4953 pharm
fa7 38 2.53974 1.15579 1.38395 pharm
fa7 39 2.63576 3.16855 -0.53279 pharm
fa7 40 2.63582 1.83051 0.80531 pharm
fa7 41 2.63538 1.5816 1.05378 pharm
fa7 42 2.63581 1.62045 1.01536 pharm
fa7 43 2.63579 1.87785 0.75794 pharm
fa7 44 2.6358 1.55112 1.08468 pharm
fa7 45 2.63614 2.67877 -0.04263 pharm
fa7 46 2.63625 1.88846 0.74779 pharm
fa7 47 2.63532 2.66574 -0.03042 pharm
fa7 48 2.63503 1.74111 0.89392 pharm
fa7 49 2.68177 1.83392 0.84785 pharm
fa7 50 2.68172 3.45106 -0.76934 pharm
fa7 51 2.68178 2.28081 0.40097 pharm
fa7 52 4.77961 4.00669 0.77292 pharm
fa7 53 2.58443 2.54215 0.04228 pharm
fa7 54 2.58396 1.59578 0.98818 pharm
fa7 55 2.58389 3.06111 -0.47722 pharm
fa7 56 2.58393 2.39897 0.18496 pharm
fa7 57 2.58377 1.46323 1.12054 pharm
fa7 58 2.58365 2.49597 0.08768 pharm
fa7 59 2.58375 1.84686 0.73689 pharm
fa7 60 2.58374 2.86974 -0.286 pharm
fa7 61 2.70752 1.13326 1.57426 pharm
fa7 62 2.70731 2.32318 0.38413 pharm
fa7 63 2.70722 2.77034 -0.06312 pharm
fa7 64 2.70722 1.77101 0.93621 pharm
fa7 65 2.70716 1.85645 0.85071 pharm
fa7 66 2.70714 2.13611 0.57103 pharm
fa7 67 2.70701 2.83375 -0.12674 pharm
fa7 68 2.70704 2.15615 0.55089 pharm
fa7 69 2.707 1.8122 0.8948 pharm
fa7 70 7.33781 7.02345 0.31436 pharm
fa7 71 2.85535 2.37078 0.48457 pharm
fa7 72 2.74827 3.14967 -0.4014 pharm
fa7 73 2.75018 1.48353 1.26665 pharm
fa7 74 2.74976 1.87647 0.87329 pharm
fa7 75 2.74975 2.44106 0.30869 pharm
fa7 76 2.74953 2.71324 0.03629 pharm
fa7 77 2.7496 3.1479 -0.3983 pharm
fa7 78 2.74938 3.65343 -0.90405 pharm
fa7 79 2.74925 2.14515 0.6041 pharm
fa7 80 2.74936 3.04494 -0.29558 pharm
fa7 81 2.7492 1.38906 1.36014 pharm
fa7 82 5.6325 4.07201 1.56049 pharm
fa7 83 2.77797 1.24479 1.53318 pharm
fa7 84 7.31562 6.9414 0.37422 pharm
fa7 85 3.29242 3.92519 -0.63277 pharm
fa7 86 5.3966 3.76702 1.62958 pharm
fa7 87 6.66234 6.40956 0.25278 pharm
fa7 88 6.66225 6.46756 0.19469 pharm
fa7 89 6.66223 6.79842 -0.13619 pharm
fa7 90 6.6623 6.56464 0.09766 pharm
fa7 91 2.63082 2.21373 0.41709 pharm
fa7 92 2.63067 2.33496 0.29571 pharm
fa7 93 2.63046 2.62096 0.0095 pharm
fa7 94 2.63045 2.3389 0.29155 pharm
fa7 95 3.10196 4.05231 -0.95035 pharm
fa7 96 3.10198 3.60523 -0.50325 pharm
fa7 97 3.10201 3.20368 -0.10167 pharm
fa7 98 3.10189 2.99351 0.10838 pharm
fa7 99 3.10193 2.86986 0.23207 pharm
fa7 100 3.10186 2.81581 0.28605 pharm
fa7 101 3.10194 3.0867 0.01524 pharm
fa7 102 3.10198 2.30128 0.8007 pharm
fa7 103 3.10179 2.90886 0.19293 pharm
fa7 104 3.10186 3.46656 -0.3647 pharm
fa7 105 2.63103 3.59059 -0.95956 pharm
fa7 106 7.44644 7.06041 0.38603 pharm
fa7 107 7.44613 6.7246 0.72153 pharm
fa7 108 7.44638 6.71434 0.73204 pharm
fa7 109 7.4466 7.18532 0.26128 pharm
fa7 110 7.27187 7.19877 0.0731 pharm
fa7 111 3.37001 2.04075 1.32926 pharm
fa7 112 3.36985 2.38299 0.98686 pharm
fa7 113 3.72952 3.01227 0.71725 pharm
fa7 114 3.72925 2.35899 1.37026 pharm
fa7 115 3.72914 2.14071 1.58843 pharm
fa7 116 3.72906 3.91411 -0.18505 pharm
fa7 117 3.72926 1.71479 2.01447 pharm
fa7 118 3.72902 3.26121 0.46781 pharm
fa7 119 5.35276 5.17572 0.17704 pharm
fa7 120 5.35306 5.38331 -0.03025 pharm
fa7 121 2.39087 2.34971 0.04116 pharm
fa7 122 2.39068 3.24151 -0.85083 pharm
fa7 123 2.39096 3.2379 -0.84694 pharm
fa7 124 2.3907 1.86564 0.52506 pharm
fa7 125 2.39063 4.05458 -1.66395 pharm
fa7 126 2.39037 3.84034 -1.44997 pharm
fa7 127 4.85516 4.85968 -0.00452 pharm
fa7 128 4.85485 4.57532 0.27953 pharm
fa7 129 4.85514 4.56703 0.28811 pharm
fa7 130 4.85523 5.28961 -0.43438 pharm
fa7 131 6.80704 6.63381 0.17323 pharm
fa7 132 6.80708 6.65619 0.15089 pharm
fa7 133 6.80716 6.56469 0.24247 pharm
fa7 134 6.80712 6.8314 -0.02428 pharm
fa7 135 6.80714 6.90706 -0.09992 pharm
fa7 136 6.80711 6.54875 0.25836 pharm
fa7 137 6.80709 6.64313 0.16396 pharm
fa7 138 5.1283 5.20361 -0.07531 pharm
fa7 139 5.12838 4.67149 0.45689 pharm
fa7 140 4.80638 4.40833 0.39805 pharm
fa7 141 4.80638 4.84167 -0.03529 pharm
fa7 142 4.80642 3.98897 0.81745 pharm
fa7 143 4.80643 4.77953 0.0269 pharm
fa7 144 4.80636 4.04823 0.75813 pharm
fa7 145 3.01123 2.40815 0.60308 pharm
fa7 146 3.01067 1.45721 1.55346 pharm
fa7 147 3.01074 2.84178 0.16896 pharm
fa7 148 3.01086 1.95904 1.05182 pharm
fa7 149 3.01076 2.9915 0.01926 pharm
fa7 150 3.01084 2.17261 0.83823 pharm
fa7 151 4.68919 4.44523 0.24396 pharm
fa7 152 5.1303 3.39241 1.73789 pharm
fa7 153 5.13023 3.86688 1.26335 pharm
fa7 154 5.031 5.03433 -0.00333 pharm
fa7 155 6.7374 6.63742 0.09998 pharm
fa7 156 6.73737 6.5091 0.22827 pharm
fa7 157 6.73728 6.55823 0.17905 pharm
fa7 158 5.12265 3.71266 1.40999 pharm
fa7 159 7.0642 6.65061 0.41359 pharm
fa7 160 7.06413 7.02916 0.03497 pharm
fa7 161 7.06416 7.06276 0.0014 pharm
fa7 162 7.06424 6.54242 0.52182 pharm
fa7 163 6.8391 6.24934 0.58976 pharm
fa7 164 4.49324 2.40745 2.08579 pharm
fa7 165 6.89281 6.60288 0.28993 pharm
fa7 166 6.89274 6.68139 0.21135 pharm
fa7 167 6.89277 6.51705 0.37572 pharm
fa7 168 6.89283 6.46353 0.4293 pharm
fa7 169 6.89274 6.40994 0.4828 pharm
fa7 170 6.89282 6.50336 0.38946 pharm
fa7 171 6.93699 6.64155 0.29544 pharm
fa7 172 6.93672 6.57926 0.35746 pharm
fa7 173 7.53372 7.13493 0.39879 pharm
fa7 174 7.53374 6.99499 0.53875 pharm
fa7 175 7.53362 6.82343 0.71019 pharm
