target,stage,protocol,quality,cutoff
esr1,it0,shape,Acceptable,5
esr1,it0,pharm,Acceptable,5
esr1,it1,shape,Medium,5
esr1,it1,pharm,Medium,5
esr1,it0,shape,Acceptable,10
esr1,it0,pharm,Acceptable,10
esr1,it1,shape,Medium,10
esr1,it1,pharm,Medium,10
esr1,it0,shape,Acceptable,50
esr1,it0,pharm,Medium,50
esr1,it1,shape,Medium,50
esr1,it1,pharm,Medium,50
esr1,it0,shape,Acceptable,100
esr1,it0,pharm,Medium,100
esr1,it1,shape,Medium,100
esr1,it1,pharm,Medium,100
esr1,it0,shape,Acceptable,200
esr1,it0,pharm,Medium,200
esr1,it1,shape,Medium,200
esr1,it1,pharm,Medium,200
esr1,it0,shape,Acceptable,1000
esr1,it0,pharm,Medium,1000
esr1,it1,shape,Medium,1000
esr1,it1,pharm,Medium,1000
esr2,it0,shape,Low,1
esr2,it0,pharm,Low,1
esr2,it1,shape,Acceptable,1
esr2,it1,pharm,Low,1
esr2,it0,shape,Low,5
esr2,it0,pharm,Low,5
esr2,it1,shape,Acceptable,5
esr2,it1,pharm,Low,5
esr2,it0,shape,Low,10
esr2,it0,pharm,Low,10
esr2,it1,shape,Acceptable,10
esr2,it1,pharm,Low,10
esr2,it0,shape,Acceptable,50
esr2,it0,pharm,Low,50
esr2,it1,shape,Acceptable,50
esr2,it1,pharm,Low,50
esr2,it0,shape,Acceptable,100
esr2,it0,pharm,Low,100
esr2,it1,shape,Acceptable,100
esr2,it1,pharm,Low,100
esr2,it0,shape,Acceptable,200
esr2,it0,pharm,Low,200
esr2,it1,shape,Acceptable,200
esr2,it1,pharm,Near Acceptable,200
esr2,it0,shape,Acceptable,1000
esr2,it0,pharm,Near Acceptable,1000
esr2,it1,shape,Acceptable,1000
esr2,it1,pharm,Near Acceptable,1000
fa10,it0,shape,Acceptable,1
fa10,it0,pharm,Near Acceptable,1
fa10,it1,shape,Acceptable,1
fa10,it1,pharm,Acceptable,1
fa10,it0,shape,Acceptable,5
fa10,it0,pharm,Near Acceptable,5
fa10,it1,shape,Acceptable,5
fa10,it1,pharm,Acceptable,5
fa10,it0,shape,Acceptable,10
fa10,it0,pharm,Near Acceptable,10
fa10,it1,shape,Acceptable,10
fa10,it1,pharm,Acceptable,10
fa10,it0,shape,Acceptable,50
fa10,it0,pharm,Acceptable,50
fa10,it1,shape,Acceptable,50
fa10,it1,pharm,Acceptable,50
fa10,it0,shape,Acceptable,100
fa10,it0,pharm,Acceptable,100
fa10,it1,shape,Acceptable,100
fa10,it1,pharm,Acceptable,100
fa10,it0,shape,Acceptable,200
fa10,it0,pharm,Acceptable,200
fa10,it1,shape,Acceptable,200
fa10,it1,pharm,Acceptable,200
fa10,it0,shape,Acceptable,1000
fa10,it0,pharm,Acceptable,1000
fa10,it1,shape,Acceptable,1000
fa10,it1,pharm,Acceptable,1000
fa7,it0,shape,Low,1
fa7,it0,pharm,Low,1
fa7,it1,shape,Acceptable,1
fa7,it1,pharm,Low,1
fa7,it0,shape,Low,5
fa7,it0,pharm,Low,5
fa7,it1,shape,Acceptable,5
fa7,it1,pharm,Acceptable,5
fa7,it0,shape,Near Acceptable,10
fa7,it0,pharm,Low,10
fa7,it1,shape,Acceptable,10
fa7,it1,pharm,Acceptable,10
fa7,it0,shape,Acceptable,50
fa7,it0,pharm,Low,50
fa7,it1,shape,Medium,50
fa7,it1,pharm,Acceptable,50
fa7,it0,shape,Acceptable,100
fa7,it0,pharm,Low,100
fa7,it1,shape,Medium,100
fa7,it1,pharm,Acceptable,100
fa7,it0,shape,Acceptable,200
fa7,it0,pharm,Near Acceptable,200
fa7,it1,shape,Medium,200
fa7,it1,pharm,Acceptable,200
fa7,it0,shape,Acceptable,1000
fa7,it0,pharm,Near Acceptable,1000
fa7,it1,shape,Medium,1000
fa7,it1,pharm,Acceptable,1000
fabp4,it0,shape,Low,1
fabp4,it0,pharm,Low,1
fabp4,it1,shape,Low,1
fabp4,it1,pharm,Low,1
fabp4,it0,shape,Low,5
fabp4,it0,pharm,Low,5
fabp4,it1,shape,Low,5
fabp4,it1,pharm,Low,5
fabp4,it0,shape,Low,10
fabp4,it0,pharm,Low,10
fabp4,it1,shape,Low,10
fabp4,it1,pharm,Low,10
fabp4,it0,shape,Near Acceptable,50
fabp4,it0,pharm,Low,50
fabp4,it1,shape,Low,50
fabp4,it1,pharm,Low,50
fabp4,it0,shape,Near Acceptable,100
fabp4,it0,pharm,Low,100
fabp4,it1,shape,Low,100
fabp4,it1,pharm,Low,100
fabp4,it0,shape,Near Acceptable,200
fabp4,it0,pharm,Low,200
fabp4,it1,shape,Low,200
fabp4,it1,pharm,Low,200
fabp4,it0,shape,Near Acceptable,1000
fabp4,it0,pharm,Acceptable,1000
fabp4,it1,shape,Low,1000
fabp4,it1,pharm,Low,1000
fak1,it0,shape,Low,1
fak1,it0,pharm,Acceptable,1
fak1,it1,shape,Low,1
fak1,it1,pharm,Acceptable,1
fak1,it0,shape,Low,5
fak1,it0,pharm,Acceptable,5
fak1,it1,shape,Near Acceptable,5
fak1,it1,pharm,Acceptable,5
fak1,it0,shape,Low,10
fak1,it0,pharm,Acceptable,10
fak1,it1,shape,Near Acceptable,10
fak1,it1,pharm,Acceptable,10
fak1,it0,shape,Low,50
fak1,it0,pharm,Acceptable,50
fak1,it1,shape,Acceptable,50
fak1,it1,pharm,Acceptable,50
fak1,it0,shape,Near Acceptable,100
fak1,it0,pharm,Acceptable,100
fak1,it1,shape,Acceptable,100
fak1,it1,pharm,Acceptable,100
fak1,it0,shape,Near Acceptable,200
fak1,it0,pharm,Acceptable,200
fak1,it1,shape,Acceptable,200
fak1,it1,pharm,Acceptable,200
fak1,it0,shape,Near Acceptable,1000
fak1,it0,pharm,Acceptable,1000
fak1,it1,shape,Acceptable,1000
fak1,it1,pharm,Acceptable,1000
fgfr1,it0,shape,Low,1
fgfr1,it0,pharm,Acceptable,1
fgfr1,it1,shape,Low,1
fgfr1,it1,pharm,Acceptable,1
fgfr1,it0,shape,Low,5
fgfr1,it0,pharm,Acceptable,5
fgfr1,it1,shape,Low,5
fgfr1,it1,pharm,Medium,5
fgfr1,it0,shape,Low,10
fgfr1,it0,pharm,Acceptable,10
fgfr1,it1,shape,Low,10
fgfr1,it1,pharm,Medium,10
fgfr1,it0,shape,Low,50
fgfr1,it0,pharm,Acceptable,50
fgfr1,it1,shape,Low,50
fgfr1,it1,pharm,Medium,50
fgfr1,it0,shape,Low,100
fgfr1,it0,pharm,Acceptable,100
fgfr1,it1,shape,Low,100
fgfr1,it1,pharm,Medium,100
fgfr1,it0,shape,Low,200
fgfr1,it0,pharm,Acceptable,200
fgfr1,it1,shape,Low,200
fgfr1,it1,pharm,Medium,200
fgfr1,it0,shape,Low,1000
fgfr1,it0,pharm,Acceptable,1000
fgfr1,it1,shape,Low,1000
fgfr1,it1,pharm,Medium,1000
fkb1a,it0,shape,Low,1
fkb1a,it0,pharm,Near Acceptable,1
fkb1a,it1,shape,Low,1
fkb1a,it1,pharm,Low,1
fkb1a,it0,shape,Low,5
fkb1a,it0,pharm,Near Acceptable,5
fkb1a,it1,shape,Near Acceptable,5
fkb1a,it1,pharm,Low,5
fkb1a,it0,shape,Acceptable,10
fkb1a,it0,pharm,Near Acceptable,10
fkb1a,it1,shape,Near Acceptable,10
fkb1a,it1,pharm,Low,10
fkb1a,it0,shape,Acceptable,50
fkb1a,it0,pharm,Near Acceptable,50
fkb1a,it1,shape,Acceptable,50
fkb1a,it1,pharm,Near Acceptable,50
fkb1a,it0,shape,Acceptable,100
fkb1a,it0,pharm,Near Acceptable,100
fkb1a,it1,shape,Acceptable,100
fkb1a,it1,pharm,Near Acceptable,100
fkb1a,it0,shape,Acceptable,200
fkb1a,it0,pharm,Near Acceptable,200
fkb1a,it1,shape,Acceptable,200
fkb1a,it1,pharm,Near Acceptable,200
fkb1a,it0,shape,Acceptable,1000
fkb1a,it0,pharm,Near Acceptable,1000
fkb1a,it1,shape,Acceptable,1000
fkb1a,it1,pharm,Near Acceptable,1000
fnta,it0,shape,Low,1
fnta,it0,pharm,Low,1
fnta,it1,shape,Low,1
fnta,it1,pharm,Low,1
fnta,it0,shape,Low,5
fnta,it0,pharm,Low,5
fnta,it1,shape,Low,5
fnta,it1,pharm,Low,5
fnta,it0,shape,Low,10
fnta,it0,pharm,Low,10
fnta,it1,shape,Low,10
fnta,it1,pharm,Low,10
fnta,it0,shape,Low,50
fnta,it0,pharm,Low,50
fnta,it1,shape,Low,50
fnta,it1,pharm,Near Acceptable,50
fnta,it0,shape,Low,100
fnta,it0,pharm,Low,100
fnta,it1,shape,Low,100
fnta,it1,pharm,Near Acceptable,100
fnta,it0,shape,Low,200
fnta,it0,pharm,Low,200
fnta,it1,shape,Low,200
fnta,it1,pharm,Near Acceptable,200
fnta,it0,shape,Low,1000
fnta,it0,pharm,Low,1000
fnta,it1,shape,Low,1000
fnta,it1,pharm,Near Acceptable,1000
fpps,it0,shape,Low,1
fpps,it0,pharm,Near Acceptable,1
fpps,it1,shape,Medium,1
fpps,it1,pharm,Acceptable,1
fpps,it0,shape,Low,5
fpps,it0,pharm,Near Acceptable,5
fpps,it1,shape,Medium,5
fpps,it1,pharm,Acceptable,5
fpps,it0,shape,Low,10
fpps,it0,pharm,Near Acceptable,10
fpps,it1,shape,Medium,10
fpps,it1,pharm,Acceptable,10
fpps,it0,shape,Acceptable,50
fpps,it0,pharm,Near Acceptable,50
fpps,it1,shape,Medium,50
fpps,it1,pharm,Acceptable,50
fpps,it0,shape,Acceptable,100
fpps,it0,pharm,Acceptable,100
fpps,it1,shape,Medium,100
fpps,it1,pharm,Acceptable,100
fpps,it0,shape,Acceptable,200
fpps,it0,pharm,Acceptable,200
fpps,it1,shape,Medium,200
fpps,it1,pharm,Acceptable,200
fpps,it0,shape,Medium,1000
fpps,it0,pharm,Acceptable,1000
fpps,it1,shape,Medium,1000
fpps,it1,pharm,Acceptable,1000
gcr,it0,shape,Low,1
gcr,it0,pharm,Near Acceptable,1
gcr,it1,shape,Medium,1
gcr,it1,pharm,Low,1
gcr,it0,shape,Low,5
gcr,it0,pharm,Acceptable,5
gcr,it1,shape,Medium,5
gcr,it1,pharm,Medium,5
gcr,it0,shape,Low,10
gcr,it0,pharm,Acceptable,10
gcr,it1,shape,Medium,10
gcr,it1,pharm,Medium,10
gcr,it0,shape,Medium,50
gcr,it0,pharm,Medium,50
gcr,it1,shape,Medium,50
gcr,it1,pharm,Medium,50
gcr,it0,shape,Medium,100
gcr,it0,pharm,Medium,100
gcr,it1,shape,Medium,100
gcr,it1,pharm,Medium,100
gcr,it0,shape,Medium,200
gcr,it0,pharm,Medium,200
gcr,it1,shape,Medium,200
gcr,it1,pharm,Medium,200
gcr,it0,shape,Medium,1000
gcr,it0,pharm,Medium,1000
gcr,it1,shape,Medium,1000
gcr,it1,pharm,Medium,1000
glcm,it0,shape,Low,1
glcm,it0,pharm,Low,1
glcm,it1,shape,Low,1
glcm,it1,pharm,Low,1
glcm,it0,shape,Low,5
glcm,it0,pharm,Low,5
glcm,it1,shape,Low,5
glcm,it1,pharm,Near Acceptable,5
glcm,it0,shape,Low,10
glcm,it0,pharm,Low,10
glcm,it1,shape,Low,10
glcm,it1,pharm,Near Acceptable,10
glcm,it0,shape,Acceptable,50
glcm,it0,pharm,Low,50
glcm,it1,shape,Acceptable,50
glcm,it1,pharm,Near Acceptable,50
glcm,it0,shape,Acceptable,100
glcm,it0,pharm,Low,100
glcm,it1,shape,Medium,100
glcm,it1,pharm,Acceptable,100
glcm,it0,shape,Acceptable,200
glcm,it0,pharm,Acceptable,200
glcm,it1,shape,Medium,200
glcm,it1,pharm,Acceptable,200
glcm,it0,shape,Acceptable,1000
glcm,it0,pharm,Acceptable,1000
glcm,it1,shape,Medium,1000
glcm,it1,pharm,Acceptable,1000
gria2,it0,shape,Low,1
gria2,it0,pharm,Low,1
gria2,it1,shape,Acceptable,1
gria2,it1,pharm,Low,1
gria2,it0,shape,Low,5
gria2,it0,pharm,Low,5
gria2,it1,shape,Medium,5
gria2,it1,pharm,Low,5
gria2,it0,shape,Low,10
gria2,it0,pharm,Low,10
gria2,it1,shape,Medium,10
gria2,it1,pharm,Low,10
gria2,it0,shape,Acceptable,50
gria2,it0,pharm,Low,50
gria2,it1,shape,Medium,50
gria2,it1,pharm,Low,50
gria2,it0,shape,Acceptable,100
gria2,it0,pharm,Low,100
gria2,it1,shape,Medium,100
gria2,it1,pharm,Low,100
gria2,it0,shape,Acceptable,200
gria2,it0,pharm,Low,200
gria2,it1,shape,Medium,200
gria2,it1,pharm,Low,200
gria2,it0,shape,Medium,1000
gria2,it0,pharm,Low,1000
gria2,it1,shape,Medium,1000
gria2,it1,pharm,Low,1000
grik1,it0,shape,Low,1
grik1,it0,pharm,Low,1
grik1,it1,shape,Near Acceptable,1
grik1,it1,pharm,Near Acceptable,1
grik1,it0,shape,Acceptable,5
grik1,it0,pharm,Low,5
grik1,it1,shape,Acceptable,5
grik1,it1,pharm,Near Acceptable,5
grik1,it0,shape,Acceptable,10
grik1,it0,pharm,Low,10
grik1,it1,shape,Acceptable,10
grik1,it1,pharm,Near Acceptable,10
grik1,it0,shape,Acceptable,50
grik1,it0,pharm,Low,50
grik1,it1,shape,Acceptable,50
grik1,it1,pharm,Near Acceptable,50
grik1,it0,shape,Acceptable,100
grik1,it0,pharm,Low,100
grik1,it1,shape,Acceptable,100
grik1,it1,pharm,Acceptable,100
grik1,it0,shape,Acceptable,200
grik1,it0,pharm,Low,200
grik1,it1,shape,Acceptable,200
grik1,it1,pharm,Acceptable,200
grik1,it0,shape,Acceptable,1000
grik1,it0,pharm,Acceptable,1000
grik1,it1,shape,Acceptable,1000
grik1,it1,pharm,Acceptable,1000
hdac2,it0,shape,Low,1
hdac2,it0,pharm,Acceptable,1
hdac2,it1,shape,Low,1
hdac2,it1,pharm,Acceptable,1
hdac2,it0,shape,Low,5
hdac2,it0,pharm,Acceptable,5
hdac2,it1,shape,Acceptable,5
hdac2,it1,pharm,Acceptable,5
hdac2,it0,shape,Low,10
hdac2,it0,pharm,Acceptable,10
hdac2,it1,shape,Acceptable,10
hdac2,it1,pharm,Acceptable,10
hdac2,it0,shape,Acceptable,50
hdac2,it0,pharm,Acceptable,50
hdac2,it1,shape,Acceptable,50
hdac2,it1,pharm,Acceptable,50
hdac2,it0,shape,Acceptable,100
hdac2,it0,pharm,Acceptable,100
hdac2,it1,shape,Acceptable,100
hdac2,it1,pharm,Acceptable,100
hdac2,it0,shape,Acceptable,200
hdac2,it0,pharm,Acceptable,200
hdac2,it1,shape,Acceptable,200
hdac2,it1,pharm,Acceptable,200
hdac2,it0,shape,Acceptable,1000
hdac2,it0,pharm,Acceptable,1000
hdac2,it1,shape,Acceptable,1000
hdac2,it1,pharm,Acceptable,1000
hdac8,it0,shape,Low,1
hdac8,it0,pharm,Low,1
hdac8,it1,shape,Low,1
hdac8,it1,pharm,Low,1
hdac8,it0,shape,Low,5
hdac8,it0,pharm,Low,5
hdac8,it1,shape,Low,5
hdac8,it1,pharm,Low,5
hdac8,it0,shape,Low,10
hdac8,it0,pharm,Low,10
hdac8,it1,shape,Low,10
hdac8,it1,pharm,Low,10
hdac8,it0,shape,Low,50
hdac8,it0,pharm,Low,50
hdac8,it1,shape,Low,50
hdac8,it1,pharm,Low,50
hdac8,it0,shape,Low,100
hdac8,it0,pharm,Low,100
hdac8,it1,shape,Low,100
hdac8,it1,pharm,Low,100
hdac8,it0,shape,Low,200
hdac8,it0,pharm,Low,200
hdac8,it1,shape,Acceptable,200
hdac8,it1,pharm,Low,200
hdac8,it0,shape,Near Acceptable,1000
hdac8,it0,pharm,Low,1000
hdac8,it1,shape,Acceptable,1000
hdac8,it1,pharm,Low,1000
hivint,it0,shape,Near Acceptable,1
hivint,it0,pharm,Low,1
hivint,it1,shape,Acceptable,1
hivint,it1,pharm,Low,1
hivint,it0,shape,Near Acceptable,5
hivint,it0,pharm,Low,5
hivint,it1,shape,Acceptable,5
hivint,it1,pharm,Low,5
hivint,it0,shape,Near Acceptable,10
hivint,it0,pharm,Low,10
hivint,it1,shape,Acceptable,10
hivint,it1,pharm,Low,10
hivint,it0,shape,Near Acceptable,50
hivint,it0,pharm,Low,50
hivint,it1,shape,Medium,50
hivint,it1,pharm,Low,50
hivint,it0,shape,Acceptable,100
hivint,it0,pharm,Low,100
hivint,it1,shape,Medium,100
hivint,it1,pharm,Low,100
hivint,it0,shape,Medium,200
hivint,it0,pharm,Low,200
hivint,it1,shape,Medium,200
hivint,it1,pharm,Low,200
hivint,it0,shape,Medium,1000
hivint,it0,pharm,Acceptable,1000
hivint,it1,shape,Medium,1000
hivint,it1,pharm,Low,1000
hivpr,it0,shape,Low,1
hivpr,it0,pharm,Low,1
hivpr,it1,shape,Low,1
hivpr,it1,pharm,Low,1
hivpr,it0,shape,Low,5
hivpr,it0,pharm,Low,5
hivpr,it1,shape,Low,5
hivpr,it1,pharm,Low,5
hivpr,it0,shape,Low,10
hivpr,it0,pharm,Low,10
hivpr,it1,shape,Low,10
hivpr,it1,pharm,Low,10
hivpr,it0,shape,Low,50
hivpr,it0,pharm,Low,50
hivpr,it1,shape,Low,50
hivpr,it1,pharm,Low,50
hivpr,it0,shape,Low,100
hivpr,it0,pharm,Low,100
hivpr,it1,shape,Low,100
hivpr,it1,pharm,Low,100
hivpr,it0,shape,Low,200
hivpr,it0,pharm,Low,200
hivpr,it1,shape,Low,200
hivpr,it1,pharm,Low,200
hivpr,it0,shape,Low,1000
hivpr,it0,pharm,Low,1000
hivpr,it1,shape,Low,1000
hivpr,it1,pharm,Low,1000
hivrt,it0,shape,Low,1
hivrt,it0,pharm,Near Acceptable,1
hivrt,it1,shape,Acceptable,1
hivrt,it1,pharm,Near Acceptable,1
hivrt,it0,shape,Low,5
hivrt,it0,pharm,Near Acceptable,5
hivrt,it1,shape,Acceptable,5
hivrt,it1,pharm,Near Acceptable,5
hivrt,it0,shape,Low,10
hivrt,it0,pharm,Near Acceptable,10
hivrt,it1,shape,Medium,10
hivrt,it1,pharm,Medium,10
hivrt,it0,shape,Near Acceptable,50
hivrt,it0,pharm,Near Acceptable,50
hivrt,it1,shape,Medium,50
hivrt,it1,pharm,Medium,50
hivrt,it0,shape,Acceptable,100
hivrt,it0,pharm,Near Acceptable,100
hivrt,it1,shape,Medium,100
hivrt,it1,pharm,Medium,100
hivrt,it0,shape,Medium,200
hivrt,it0,pharm,Medium,200
hivrt,it1,shape,Medium,200
hivrt,it1,pharm,Medium,200
hivrt,it0,shape,Medium,1000
hivrt,it0,pharm,Medium,1000
hivrt,it1,shape,Medium,1000
hivrt,it1,pharm,Medium,1000
hmdh,it0,shape,Near Acceptable,1
hmdh,it0,pharm,Acceptable,1
hmdh,it1,shape,Near Acceptable,1
hmdh,it1,pharm,Medium,1
hmdh,it0,shape,Near Acceptable,5
hmdh,it0,pharm,Acceptable,5
hmdh,it1,shape,Acceptable,5
hmdh,it1,pharm,Medium,5
hmdh,it0,shape,Acceptable,10
hmdh,it0,pharm,Acceptable,10
hmdh,it1,shape,Acceptable,10
hmdh,it1,pharm,Medium,10
hmdh,it0,shape,Acceptable,50
hmdh,it0,pharm,Acceptable,50
hmdh,it1,shape,Acceptable,50
hmdh,it1,pharm,Medium,50
hmdh,it0,shape,Acceptable,100
hmdh,it0,pharm,Acceptable,100
hmdh,it1,shape,Acceptable,100
hmdh,it1,pharm,Medium,100
hmdh,it0,shape,Acceptable,200
hmdh,it0,pharm,Acceptable,200
hmdh,it1,shape,Acceptable,200
hmdh,it1,pharm,Medium,200
hmdh,it0,shape,Acceptable,1000
hmdh,it0,pharm,Acceptable,1000
hmdh,it1,shape,Acceptable,1000
hmdh,it1,pharm,Medium,1000
hs90a,it0,shape,Low,1
hs90a,it0,pharm,Near Acceptable,1
hs90a,it1,shape,Medium,1
hs90a,it1,pharm,Near Acceptable,1
hs90a,it0,shape,Near Acceptable,5
hs90a,it0,pharm,Near Acceptable,5
hs90a,it1,shape,Medium,5
hs90a,it1,pharm,Near Acceptable,5
hs90a,it0,shape,Near Acceptable,10
hs90a,it0,pharm,Near Acceptable,10
hs90a,it1,shape,Medium,10
hs90a,it1,pharm,Acceptable,10
hs90a,it0,shape,Acceptable,50
hs90a,it0,pharm,Near Acceptable,50
hs90a,it1,shape,Medium,50
hs90a,it1,pharm,Acceptable,50
hs90a,it0,shape,Acceptable,100
hs90a,it0,pharm,Near Acceptable,100
hs90a,it1,shape,Medium,100
hs90a,it1,pharm,Acceptable,100
hs90a,it0,shape,Acceptable,200
hs90a,it0,pharm,Near Acceptable,200
hs90a,it1,shape,Medium,200
hs90a,it1,pharm,Acceptable,200
hs90a,it0,shape,Acceptable,1000
hs90a,it0,pharm,Near Acceptable,1000
hs90a,it1,shape,Medium,1000
hs90a,it1,pharm,Acceptable,1000
hxk4,it0,shape,Low,1
hxk4,it0,pharm,Acceptable,1
hxk4,it1,shape,Medium,1
hxk4,it1,pharm,Medium,1
hxk4,it0,shape,Acceptable,5
hxk4,it0,pharm,Acceptable,5
hxk4,it1,shape,Medium,5
hxk4,it1,pharm,High,5
hxk4,it0,shape,Acceptable,10
hxk4,it0,pharm,Acceptable,10
hxk4,it1,shape,Medium,10
hxk4,it1,pharm,High,10
hxk4,it0,shape,Acceptable,50
hxk4,it0,pharm,Acceptable,50
hxk4,it1,shape,Medium,50
hxk4,it1,pharm,High,50
hxk4,it0,shape,Acceptable,100
hxk4,it0,pharm,Acceptable,100
hxk4,it1,shape,Medium,100
hxk4,it1,pharm,High,100
hxk4,it0,shape,Acceptable,200
hxk4,it0,pharm,Acceptable,200
hxk4,it1,shape,Medium,200
hxk4,it1,pharm,High,200
hxk4,it0,shape,Acceptable,1000
hxk4,it0,pharm,Acceptable,1000
hxk4,it1,shape,Medium,1000
hxk4,it1,pharm,High,1000
igf1r,it0,shape,Low,1
igf1r,it0,pharm,Low,1
igf1r,it1,shape,Low,1
igf1r,it1,pharm,Low,1
igf1r,it0,shape,Low,5
igf1r,it0,pharm,Low,5
igf1r,it1,shape,Low,5
igf1r,it1,pharm,Low,5
igf1r,it0,shape,Low,10
igf1r,it0,pharm,Low,10
igf1r,it1,shape,Low,10
igf1r,it1,pharm,Low,10
igf1r,it0,shape,Low,50
igf1r,it0,pharm,Low,50
igf1r,it1,shape,Low,50
igf1r,it1,pharm,Low,50
igf1r,it0,shape,Low,100
igf1r,it0,pharm,Near Acceptable,100
igf1r,it1,shape,Low,100
igf1r,it1,pharm,Low,100
igf1r,it0,shape,Low,200
igf1r,it0,pharm,Near Acceptable,200
igf1r,it1,shape,Low,200
igf1r,it1,pharm,Low,200
igf1r,it0,shape,Low,1000
igf1r,it0,pharm,Acceptable,1000
igf1r,it1,shape,Low,1000
igf1r,it1,pharm,Low,1000
inha,it0,shape,Low,1
inha,it0,pharm,Acceptable,1
inha,it1,shape,Near Acceptable,1
inha,it1,pharm,Acceptable,1
inha,it0,shape,Acceptable,5
inha,it0,pharm,Acceptable,5
inha,it1,shape,Medium,5
inha,it1,pharm,Medium,5
inha,it0,shape,Acceptable,10
inha,it0,pharm,Acceptable,10
inha,it1,shape,Medium,10
inha,it1,pharm,Medium,10
inha,it0,shape,Acceptable,50
inha,it0,pharm,Acceptable,50
inha,it1,shape,Medium,50
inha,it1,pharm,Medium,50
inha,it0,shape,Acceptable,100
inha,it0,pharm,Medium,100
inha,it1,shape,Medium,100
inha,it1,pharm,Medium,100
inha,it0,shape,Acceptable,200
inha,it0,pharm,Medium,200
inha,it1,shape,Medium,200
inha,it1,pharm,Medium,200
inha,it0,shape,Acceptable,1000
inha,it0,pharm,Medium,1000
inha,it1,shape,Medium,1000
inha,it1,pharm,Medium,1000
ital,it0,shape,Low,1
ital,it0,pharm,Acceptable,1
ital,it1,shape,Acceptable,1
ital,it1,pharm,Near Acceptable,1
ital,it0,shape,Low,5
ital,it0,pharm,Acceptable,5
ital,it1,shape,Acceptable,5
ital,it1,pharm,Acceptable,5
ital,it0,shape,Low,10
ital,it0,pharm,Acceptable,10
ital,it1,shape,Acceptable,10
ital,it1,pharm,Acceptable,10
ital,it0,shape,Acceptable,50
ital,it0,pharm,Acceptable,50
ital,it1,shape,Acceptable,50
ital,it1,pharm,Medium,50
ital,it0,shape,Acceptable,100
ital,it0,pharm,Acceptable,100
ital,it1,shape,Medium,100
ital,it1,pharm,Medium,100
ital,it0,shape,Acceptable,200
ital,it0,pharm,Acceptable,200
ital,it1,shape,Medium,200
ital,it1,pharm,Medium,200
ital,it0,shape,Acceptable,1000
ital,it0,pharm,Acceptable,1000
ital,it1,shape,Medium,1000
ital,it1,pharm,Medium,1000
jak2,it0,shape,Low,1
jak2,it0,pharm,Acceptable,1
jak2,it1,shape,Acceptable,1
jak2,it1,pharm,Acceptable,1
jak2,it0,shape,Low,5
jak2,it0,pharm,Acceptable,5
jak2,it1,shape,Medium,5
jak2,it1,pharm,Acceptable,5
jak2,it0,shape,Low,10
jak2,it0,pharm,Acceptable,10
jak2,it1,shape,Medium,10
jak2,it1,pharm,Acceptable,10
jak2,it0,shape,Low,50
jak2,it0,pharm,Acceptable,50
jak2,it1,shape,Medium,50
jak2,it1,pharm,Acceptable,50
jak2,it0,shape,Acceptable,100
jak2,it0,pharm,Acceptable,100
jak2,it1,shape,Medium,100
jak2,it1,pharm,Medium,100
jak2,it0,shape,Acceptable,200
jak2,it0,pharm,Acceptable,200
jak2,it1,shape,Medium,200
jak2,it1,pharm,Medium,200
jak2,it0,shape,Acceptable,1000
jak2,it0,pharm,Acceptable,1000
jak2,it1,shape,Medium,1000
jak2,it1,pharm,Medium,1000
kif11,it0,shape,Low,1
kif11,it0,pharm,Near Acceptable,1
kif11,it1,shape,Acceptable,1
kif11,it1,pharm,Acceptable,1
kif11,it0,shape,Low,5
kif11,it0,pharm,Near Acceptable,5
kif11,it1,shape,Acceptable,5
kif11,it1,pharm,Acceptable,5
kif11,it0,shape,Low,10
kif11,it0,pharm,Near Acceptable,10
kif11,it1,shape,Acceptable,10
kif11,it1,pharm,Acceptable,10
kif11,it0,shape,Low,50
kif11,it0,pharm,Acceptable,50
kif11,it1,shape,Acceptable,50
kif11,it1,pharm,Acceptable,50
kif11,it0,shape,Acceptable,100
kif11,it0,pharm,Acceptable,100
kif11,it1,shape,Acceptable,100
kif11,it1,pharm,Acceptable,100
kif11,it0,shape,Acceptable,200
kif11,it0,pharm,Acceptable,200
kif11,it1,shape,Acceptable,200
kif11,it1,pharm,Acceptable,200
kif11,it0,shape,Acceptable,1000
kif11,it0,pharm,Acceptable,1000
kif11,it1,shape,Acceptable,1000
kif11,it1,pharm,Acceptable,1000
kit,it0,shape,Low,1
kit,it0,pharm,Low,1
kit,it1,shape,Low,1
kit,it1,pharm,Low,1
kit,it0,shape,Low,5
kit,it0,pharm,Low,5
kit,it1,shape,Low,5
kit,it1,pharm,Low,5
kit,it0,shape,Low,10
kit,it0,pharm,Low,10
kit,it1,shape,Low,10
kit,it1,pharm,Low,10
kit,it0,shape,Low,50
kit,it0,pharm,Low,50
kit,it1,shape,Low,50
kit,it1,pharm,Low,50
kit,it0,shape,Low,100
kit,it0,pharm,Low,100
kit,it1,shape,Low,100
kit,it1,pharm,Low,100
kit,it0,shape,Low,200
kit,it0,pharm,Low,200
kit,it1,shape,Low,200
kit,it1,pharm,Low,200
kit,it0,shape,Low,1000
kit,it0,pharm,Low,1000
kit,it1,shape,Low,1000
kit,it1,pharm,Low,1000
kith,it0,shape,Near Acceptable,1
kith,it0,pharm,Acceptable,1
kith,it1,shape,Medium,1
kith,it1,pharm,Acceptable,1
kith,it0,shape,Near Acceptable,5
kith,it0,pharm,Acceptable,5
kith,it1,shape,High,5
